0	65	134	157	201	224	269
7	66	135	162	204	227	271
9	68	136	167	207	231	276
11	88	140	169	208	238	277
12	93	144	174	209	246	284
13	99	146	179	211	247	285
27	108	147	182	213	249	287
34	111	148	184	214	250	290
35	112	149	186	215	253	296
42	113	151	189	216	262	297
43	119	152	194	217	264	298
57	126	155	195	221	267	299
61	128	156	196	222	268	301
